time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource
2020-04-07T08:44:10.660Z,-9.3944,112.3674,59.11,4.3,mb,,74,1.988,1.06,us,us70008qg9,2020-06-21T00:55:15.040Z,"137 km S of Sumberpucung, Indonesia",earthquake,8,6.9,0.107,25,reviewed,us,us
2020-04-07T08:03:00.023Z,-9.3569,112.3524,52.07,4.9,mb,,52,1.984,1.27,us,us70008qfi,2020-06-21T00:55:15.040Z,"133 km S of Sumberpucung, Indonesia",earthquake,7.9,6.7,0.078,51,reviewed,us,us
2020-03-30T14:48:41.374Z,-9.648,112.9979,49.18,4.5,mb,,117,1.633,0.81,us,us70008mnl,2020-06-13T18:44:37.040Z,"156 km SSW of Kencong, Indonesia",earthquake,8.7,8.5,0.1,29,reviewed,us,us
2020-03-28T07:11:40.780Z,-9.4427,113.0043,60.3,4.4,mb,,162,1.489,0.57,us,us70008km3,2020-06-13T18:44:37.040Z,"134 km SSW of Kencong, Indonesia",earthquake,9.5,5.9,0.134,16,reviewed,us,us
2020-03-26T20:34:17.012Z,-9.2645,113.595,58.27,4.5,mb,,70,0.962,0.57,us,us70008gqz,2020-06-13T18:44:37.040Z,"111 km SSE of Kencong, Indonesia",earthquake,7,6.1,0.111,24,reviewed,us,us
2020-03-23T06:24:07.572Z,-9.9871,113.3233,35,4.3,mb,,141,1.715,0.85,us,us70008hei,2020-06-06T20:54:09.040Z,"188 km S of Kencong, Indonesia",earthquake,9.2,2,0.178,9,reviewed,us,us
2019-12-02T03:55:42.767Z,-9.7004,112.8968,35,4.1,mb,,132,1.741,0.77,us,us60006q85,2020-02-19T18:58:00.040Z,"165 km SSW of Kencong, Indonesia",earthquake,8.8,2,0.158,11,reviewed,us,us
2019-11-26T17:24:36.868Z,-10.2438,113.7797,10,4.6,mb,,100,1.8,0.84,us,us70006das,2020-02-19T18:58:08.040Z,"208 km S of Gambiran Satu, Indonesia",earthquake,5,1.9,0.092,38,reviewed,us,us
2019-10-27T07:42:14.130Z,-9.065,111.4035,67.64,4.5,mb,,49,1.438,0.77,us,us600063ie,2020-01-11T21:26:47.040Z,"114 km SSW of Trenggalek, Indonesia",earthquake,5.8,6.8,0.08,46,reviewed,us,us
2019-10-23T11:42:53.240Z,-9.4164,113.0472,49.19,4.1,mb,,121,1.44,0.6,us,us700061yj,2020-01-11T21:26:27.040Z,"130 km SSW of Kencong, Indonesia",earthquake,7.9,8.4,0.119,19,reviewed,us,us
2019-10-20T06:57:42.677Z,-9.7353,112.7839,35,4.5,mb,,124,1.845,0.54,us,us70005w85,2020-01-03T16:09:38.040Z,"168 km S of Dampit, Indonesia",earthquake,8,2,0.127,18,reviewed,us,us
2019-09-10T17:12:33.519Z,-9.1446,113.4456,71.59,4.7,mb,,52,0.967,0.78,us,us70005e98,2019-12-05T18:30:54.040Z,"95 km S of Kencong, Indonesia",earthquake,7,6.5,0.086,45,reviewed,us,us
2019-08-13T10:21:32.295Z,-9.6244,113.9544,49.18,4.9,mb,,79,1.163,0.54,us,us600054fv,2019-11-02T15:26:03.040Z,"137 km S of Gambiran Satu, Indonesia",earthquake,8.3,7.5,0.094,35,reviewed,us,us
2019-08-12T08:31:23.780Z,-9.6245,113.8996,35,4.9,mb,,100,1.173,0.76,us,us600053xz,2019-10-29T20:34:03.040Z,"138 km SSW of Gambiran Satu, Indonesia",earthquake,9.9,2,0.092,37,reviewed,us,us
2019-08-11T22:51:33.111Z,-9.6418,113.9469,35,5,mb,,50,1.181,0.96,us,us600053tn,2019-10-29T20:34:01.040Z,"139 km S of Gambiran Satu, Indonesia",earthquake,5.5,1.9,0.079,52,reviewed,us,us
2019-08-05T19:42:44.935Z,-10.776,113.8783,10,4.2,mb,,162,2.307,0.77,us,us600054mb,2019-10-19T21:42:22.040Z,"260 km SSW of Jimbaran, Indonesia",earthquake,10.2,2,0.167,10,reviewed,us,us
2019-07-06T05:30:36.355Z,-9.4179,113.996,51.83,4.6,mb,,76,0.954,0.64,us,us70004ljg,2019-09-26T14:31:06.040Z,"114 km S of Gambiran Satu, Indonesia",earthquake,7.4,2.4,0.119,21,reviewed,us,us
2019-06-23T22:26:59.928Z,-10.4999,113.6549,10,4.6,mb,,57,2.075,0.86,us,us700048r4,2019-09-11T15:19:38.040Z,"239 km SSW of Gambiran Satu, Indonesia",earthquake,8.5,1.9,0.126,19,reviewed,us,us
2019-05-24T10:54:19.464Z,-10.5791,113.5051,10,4,mb,,160,2.19,0.6,us,us70003trl,2019-08-13T14:30:50.040Z,"251 km SSW of Gambiran Satu, Indonesia",earthquake,7,2,0.231,5,reviewed,us,us
2019-05-07T20:04:07.639Z,-9.3847,112.0667,49.76,4.2,mb,,61,2.114,1.18,us,us70003m1z,2019-08-01T17:15:19.040Z,"141 km S of Boyolangu, Indonesia",earthquake,6.2,6.8,0.141,14,reviewed,us,us
2019-05-07T06:32:03.713Z,-10.7202,113.6852,10,4.2,mb,,138,2.282,1.4,us,us70003m1h,2019-08-01T17:15:19.040Z,"262 km S of Gambiran Satu, Indonesia",earthquake,4.5,2,0.176,9,reviewed,us,us
2019-05-04T22:07:36.409Z,-9.6549,112.8934,35,4.2,mb,,88,1.712,0.93,us,us70003kwp,2019-07-25T18:54:18.040Z,"160 km SSW of Kencong, Indonesia",earthquake,7.5,2,0.158,11,reviewed,us,us
2019-03-10T09:21:46.551Z,-9.2941,112.6658,65.17,5.1,mb,,148,1.681,0.71,us,us1000jd6f,2019-05-24T21:21:26.040Z,"120 km S of Dampit, Indonesia",earthquake,4.5,7.6,0.076,56,reviewed,us,us
2019-02-18T23:52:56.080Z,-9.7971,112.7722,35,4.2,mb,,90,1.896,1.35,us,us1000j8u6,2019-05-01T22:00:32.040Z,"175 km S of Dampit, Indonesia",earthquake,4.7,2,0.167,10,reviewed,us,us
2019-02-18T22:21:39.590Z,-9.65,112.827,35,4.1,mb,,112,1.757,1.02,us,us1000j8u5,2019-05-01T22:00:32.040Z,"159 km S of Dampit, Indonesia",earthquake,8.2,1.9,0.135,15,reviewed,us,us
2019-02-18T19:30:22.900Z,-9.5093,112.8605,23,5.7,mww,,33,1.641,0.95,us,us2000jjm5,2019-05-01T22:01:03.040Z,"144 km S of Dampit, Indonesia",earthquake,6.9,1.8,0.058,29,reviewed,us,us
2019-01-17T02:40:38.900Z,-10.6792,113.417,10,4.2,mb,,141,2.311,0.83,us,us2000jbvd,2019-04-05T21:41:03.040Z,"265 km S of Kencong, Indonesia",earthquake,8,2,0.186,8,reviewed,us,us
2018-12-18T06:21:17.070Z,-9.0312,111.1398,68.25,4.3,mb,,108,1.268,1.14,us,us2000j07w,2019-02-23T20:22:47.040Z,"122 km SSW of Trenggalek, Indonesia",earthquake,8.8,9.3,0.129,17,reviewed,us,us
2018-12-09T10:33:22.930Z,-9.6486,112.8875,35,4.6,mb,,110,1.712,1.08,us,us1000i5al,2019-02-16T19:52:33.040Z,"159 km S of Dampit, Indonesia",earthquake,8,2,0.117,22,reviewed,us,us
2018-12-08T21:55:29.870Z,-9.8157,111.3877,10,4.3,mb,,140,2.075,0.6,us,us2000itbx,2019-02-16T19:52:32.040Z,"195 km S of Trenggalek, Indonesia",earthquake,10.5,1.5,0.201,7,reviewed,us,us
2018-12-04T02:14:59.300Z,-9.7335,111.7472,35,4.4,mb,,93,2.176,0.58,us,us1000i4a5,2019-02-16T19:52:17.040Z,"179 km S of Boyolangu, Indonesia",earthquake,7.9,2,0.13,17,reviewed,us,us
2018-12-04T01:28:26.630Z,-9.6012,111.8807,35,4.3,mb,,81,2.148,0.79,us,us1000i4a4,2019-02-16T19:52:17.040Z,"164 km S of Boyolangu, Indonesia",earthquake,4.2,2,0.148,13,reviewed,us,us
2018-12-03T19:18:00.710Z,-9.771,111.8638,10,4.7,mb,,137,2.272,0.77,us,us1000i1b5,2019-02-16T19:52:16.040Z,"182 km S of Boyolangu, Indonesia",earthquake,5.7,1.8,0.087,40,reviewed,us,us
2018-11-25T16:32:15.180Z,-9.0478,110.0981,43.56,4.3,mb,,88,1.203,0.8,us,us1000hybs,2019-02-02T20:02:32.040Z,"123 km S of Bambanglipuro, Indonesia",earthquake,3.7,10.5,0.169,10,reviewed,us,us
2018-10-28T15:16:18.140Z,-9.5866,112.8771,35,4.3,mb,,90,1.678,0.55,us,us2000i5zf,2019-01-10T17:18:44.040Z,"152 km S of Dampit, Indonesia",earthquake,9.3,2,0.201,8,reviewed,us,us
2018-10-28T02:33:21.280Z,-9.7618,112.9425,48.88,4.3,mb,,89,1.753,0.82,us,us2000i5yv,2019-01-10T17:18:44.040Z,"170 km SSW of Kencong, Indonesia",earthquake,5,10.9,0.188,8,reviewed,us,us
2018-09-30T22:46:05.300Z,-9.2566,111.9124,60.61,4.2,mb,,88,1.916,0.86,us,us1000h7ke,2018-12-01T16:44:49.040Z,"125 km S of Boyolangu, Indonesia",earthquake,5.9,10.2,0.152,12,reviewed,us,us
2018-08-28T18:36:32.910Z,-9.0219,110.1451,40,5.2,mww,,34,1.164,1.36,us,us1000gj2a,2018-11-07T18:37:03.040Z,"119 km S of Bambanglipuro, Indonesia",earthquake,5.9,1.9,0.071,19,reviewed,us,us
2018-07-28T21:46:53.350Z,-9.4497,112.9341,51.63,4.4,mb,,100,1.547,0.53,us,us2000ggbb,2018-10-09T16:43:31.040Z,"137 km SSW of Kencong, Indonesia",earthquake,8.1,8,0.1,29,reviewed,us,us
2018-07-28T00:15:49.920Z,-9.8227,112.8805,35,4.5,mb,,83,1.839,1.23,us,us1000g1yb,2018-10-09T16:43:31.040Z,"178 km SSW of Kencong, Indonesia",earthquake,6.8,2,0.089,37,reviewed,us,us
2018-07-28T00:14:03.850Z,-9.1026,112.8674,56.64,4.8,mb,,143,1.416,0.94,us,us1000g1y3,2018-10-09T16:43:31.040Z,"99 km S of Dampit, Indonesia",earthquake,8.6,5.6,0.076,53,reviewed,us,us
2018-07-28T00:12:20.880Z,-9.5711,112.8499,50.16,4.9,mb,,66,1.688,0.96,us,us2000gfpx,2018-10-09T16:43:31.040Z,"150 km S of Dampit, Indonesia",earthquake,7.4,7.6,0.074,58,reviewed,us,us
2018-07-23T14:01:42.960Z,-9.4169,113.0398,36.45,4.3,mb,,132,1.446,0.36,us,us2000gf3i,2018-10-09T16:43:31.040Z,"130 km SSW of Kencong, Indonesia",earthquake,11.3,11.4,0.307,4,reviewed,us,us
2018-07-23T13:57:29.800Z,-9.6104,112.8893,35,4.8,mb,,66,1.685,1.11,us,us2000gbt6,2018-10-09T16:43:31.040Z,"155 km S of Dampit, Indonesia",earthquake,7.9,2,0.093,36,reviewed,us,us
2018-07-22T09:35:26.670Z,-10.8705,113.3061,10,4.2,mb,,76,2.526,1.22,us,us2000geki,2018-10-04T14:15:34.040Z,"286 km S of Kencong, Indonesia",earthquake,5,1.9,0.136,15,reviewed,us,us
2018-07-21T04:35:07.580Z,-9.6284,112.8297,35,4.2,mb,,111,1.74,0.77,us,us2000ge90,2018-10-04T14:15:34.040Z,"156 km S of Dampit, Indonesia",earthquake,6.9,2,0.176,9,reviewed,us,us
2018-07-20T00:33:19.660Z,-9.714,112.8791,35,4.3,mb,,156,1.763,1.13,us,us2000gdks,2018-10-04T14:15:34.040Z,"166 km S of Dampit, Indonesia",earthquake,8.5,2,0.169,10,reviewed,us,us
2018-07-19T20:25:56.390Z,-9.7356,112.8056,35,4.3,mb,,154,1.83,0.91,us,us2000gcur,2018-10-04T14:15:34.040Z,"168 km S of Dampit, Indonesia",earthquake,8.5,2,0.177,9,reviewed,us,us
2018-07-19T19:49:52.490Z,-9.8385,112.909,35,4.6,mb,,113,1.831,0.86,us,us2000g95a,2018-10-04T14:15:34.040Z,"179 km SSW of Kencong, Indonesia",earthquake,8.1,2,0.082,44,reviewed,us,us
2018-07-19T17:43:54.400Z,-9.4947,112.8012,39.89,4.6,mb,,65,1.678,0.91,us,us2000g90q,2018-10-04T14:15:34.040Z,"142 km S of Dampit, Indonesia",earthquake,6.8,7.9,0.091,38,reviewed,us,us
2018-07-19T12:49:37.890Z,-9.7815,112.9225,35,4.8,mb,,157,1.781,0.94,us,us2000g8rh,2018-10-04T14:15:34.040Z,"172 km SSW of Kencong, Indonesia",earthquake,8.2,2,0.09,38,reviewed,us,us
2018-07-19T12:23:35.660Z,-9.5608,112.8231,31.53,5.4,mww,,61,1.702,1.05,us,us2000g8qi,2018-10-04T14:15:34.040Z,"149 km S of Dampit, Indonesia",earthquake,6.8,3.8,0.083,14,reviewed,us,us
2018-07-19T12:17:09.140Z,-9.4199,112.9044,35,4.4,mb,,130,1.552,0.4,us,us2000g8qn,2018-10-04T14:15:34.040Z,"134 km S of Dampit, Indonesia",earthquake,5.3,2,0.131,19,reviewed,us,us
2018-07-19T12:03:44.880Z,-9.5392,112.8798,35,4.4,mb,,108,1.645,1.3,us,us2000gcu9,2018-10-04T14:15:34.040Z,"south of Java, Indonesia",earthquake,7.6,2,0.117,21,reviewed,us,us
2018-07-19T06:37:59.350Z,-9.0299,111.1364,61.46,4.1,mb,,108,1.265,0.86,us,us2000gcu4,2018-10-04T14:15:34.040Z,"122 km SSW of Trenggalek, Indonesia",earthquake,8.4,9.4,0.127,17,reviewed,us,us
2018-06-19T08:39:40.120Z,-9.2157,112.9014,25.17,4.4,mb,,82,1.441,1.41,us,us1000eyqn,2018-09-19T15:15:54.040Z,"112 km S of Dampit, Indonesia",earthquake,7.8,6.6,0.148,13,reviewed,us,us
2018-05-22T20:12:38.300Z,-9.4323,110.5405,57.01,4.5,mb,,92,1.51,1.06,us,us1000ec11,2018-08-21T21:23:51.040Z,"165 km S of Pundong, Indonesia",earthquake,6.2,8.8,0.221,7,reviewed,us,us
2018-05-22T19:38:25.550Z,-9.1607,110.6118,43.89,4.5,mb,,58,1.243,1.18,us,us1000ec0z,2018-08-21T21:23:51.040Z,"136 km SSE of Pundong, Indonesia",earthquake,6.5,7.8,0.132,17,reviewed,us,us
2018-05-16T15:30:17.460Z,-10.8786,110.404,10,4.7,mb,,91,2.949,1.29,us,us1000e6f6,2018-08-15T19:46:53.040Z,"south of Java, Indonesia",earthquake,7.9,1.8,0.078,50,reviewed,us,us
2018-05-13T18:36:46.850Z,-10.7052,112.1271,35,4.3,mb,,133,2.986,1.43,us,us1000e79d,2018-08-08T15:22:21.040Z,"284 km SSW of Dampit, Indonesia",earthquake,8.6,2,0.153,12,reviewed,us,us
2018-05-11T07:54:25.410Z,-9.4004,112.424,48.25,4.4,mb,,80,1.941,1.41,us,us1000e6k5,2018-08-08T15:22:10.040Z,"136 km SSW of Dampit, Indonesia",earthquake,6.9,8.1,0.178,9,reviewed,us,us
2018-04-26T03:04:02.100Z,-9.5555,112.5779,35,4.4,mb,,88,1.892,0.92,us,us1000dshx,2018-07-25T21:36:51.040Z,"149 km S of Dampit, Indonesia",earthquake,4.5,2,0.13,17,reviewed,us,us
2018-04-01T10:50:33.280Z,-9.0727,111.3027,55.41,4.1,mb,,75,1.386,1.05,us,us2000dwyw,2018-06-22T21:32:19.040Z,"118 km SSW of Trenggalek, Indonesia",earthquake,9,8.2,0.166,10,reviewed,us,us
2017-12-28T13:08:01.200Z,-9.7495,112.9113,47.54,4.6,mb,,65,1.765,1.07,us,us1000bx5n,2018-03-17T01:54:37.040Z,"169 km SSW of Kencong, Indonesia",earthquake,7.4,7.5,0.086,40,reviewed,us,us
2017-12-23T21:22:38.220Z,-9.1504,112.4266,51.76,4.2,mb,,62,1.834,0.88,us,us1000c22l,2018-03-14T00:58:27.040Z,"109 km SSW of Dampit, Indonesia",earthquake,6.7,8,0.146,13,reviewed,us,us
2017-12-21T18:08:25.780Z,-10.7883,113.6408,10,4.4,mb,,70,2.358,0.81,us,us1000c12y,2018-03-14T00:58:25.040Z,"270 km SSW of Gambiran Satu, Indonesia",earthquake,10.3,1.9,0.13,17,reviewed,us,us
2017-11-30T18:43:57.630Z,-9.4154,112.9803,59.76,4.5,mb,,167,1.49,0.64,us,us1000bjht,2018-02-20T09:06:08.040Z,"132 km SSW of Kencong, Indonesia",earthquake,5.5,9,0.093,34,reviewed,us,us
2017-11-21T17:40:47.450Z,-9.9031,112.938,35,4.7,mb,,114,1.861,0.86,us,us2000bsen,2018-02-14T02:01:09.040Z,"185 km SSW of Kencong, Indonesia",earthquake,7.3,2,0.094,34,reviewed,us,us
2017-10-25T22:04:06.370Z,-9.7012,113.0276,42.27,4.4,mb,,67,1.652,0.97,us,us2000bfty,2018-01-17T21:50:33.040Z,"161 km SSW of Kencong, Indonesia",earthquake,8.1,8.8,0.138,15,reviewed,us,us
2017-10-25T17:48:12.090Z,-9.65,112.903,35,4.2,mb,,83,1.701,0.84,us,us2000bfts,2018-01-17T21:50:33.040Z,"159 km SSW of Kencong, Indonesia",earthquake,6.8,2,0.115,21,reviewed,us,us
2017-10-25T17:19:59.940Z,-9.4826,113.0083,54.13,4.9,mb,,74,1.512,0.69,us,us1000awsm,2018-01-17T21:50:33.040Z,"138 km SSW of Kencong, Indonesia",earthquake,8,6.3,0.066,73,reviewed,us,us
2017-10-25T17:16:27.670Z,-9.7304,112.8701,35,4,mb,,89,1.78,0.62,us,us2000bftr,2018-01-17T21:50:33.040Z,"168 km S of Dampit, Indonesia",earthquake,4.7,2,0.212,6,reviewed,us,us
2017-10-25T16:35:36.480Z,-9.6404,112.9337,35,5,mb,,59,1.673,0.96,us,us1000awru,2018-01-17T21:50:33.040Z,"157 km SSW of Kencong, Indonesia",earthquake,7.1,1.9,0.068,69,reviewed,us,us
2017-10-23T18:35:57.920Z,-9.1847,113.19,47.2,4.2,mb,,102,1.186,0.49,us,us1000az64,2018-01-17T21:50:31.040Z,"101 km S of Kencong, Indonesia",earthquake,7.4,15.2,0.152,12,reviewed,us,us
2017-10-14T14:09:49.540Z,-10.8545,112.3622,10,4.5,mb,,93,2.954,1.38,us,us1000aun1,2018-01-09T02:15:00.040Z,"295 km S of Dampit, Indonesia",earthquake,7.5,1.9,0.128,18,reviewed,us,us
2017-10-14T14:03:30.060Z,-10.796,112.3139,10,4.6,mb,,75,2.937,1.18,us,us1000aun9,2018-01-09T02:15:00.040Z,"289 km S of Dampit, Indonesia",earthquake,7.6,1.9,0.141,15,reviewed,us,us
2017-10-14T06:06:57.440Z,-10.8307,112.2848,10,4.3,mb,,74,2.981,1.27,us,us1000as4w,2018-01-09T02:15:00.040Z,"294 km S of Dampit, Indonesia",earthquake,7.2,1.9,0.16,11,reviewed,us,us
2017-10-14T05:35:36.660Z,-10.8642,112.2993,10,4.7,mb,,76,2.999,0.78,us,us1000as11,2018-01-09T02:15:00.040Z,"297 km S of Dampit, Indonesia",earthquake,7.9,1.9,0.112,24,reviewed,us,us
2017-08-27T00:02:22.440Z,-10.326,111.1036,10,5.2,mww,,23,2.465,1.14,us,us2000ac5g,2017-11-28T18:33:48.040Z,"257 km SSW of Trenggalek, Indonesia",earthquake,6.4,1.7,0.071,19,reviewed,us,us
2017-08-21T22:53:22.030Z,-9.3234,113.4273,52.87,4.6,mb,,88,1.109,1.25,us,us2000aag3,2017-11-22T03:43:27.040Z,"115 km S of Kencong, Indonesia",earthquake,7.8,6.8,0.1,30,reviewed,us,us
2017-08-19T21:22:17.430Z,-9.7388,111.8844,10,4.3,mb,,175,2.258,0.82,us,us2000abbg,2017-11-14T01:42:15.040Z,"179 km S of Boyolangu, Indonesia",earthquake,6.4,1.9,0.16,11,reviewed,us,us
2017-08-09T16:50:31.400Z,-10.0844,113.1818,34.2,4.2,mb,,91,1.868,1.17,us,us2000a83d,2017-10-25T00:38:05.040Z,"200 km S of Kencong, Indonesia",earthquake,7.9,7.3,0.177,9,reviewed,us,us
2017-08-01T13:34:51.670Z,-9.4684,113.8023,67.03,4.2,mb,,99,1.05,0.43,us,us2000a5jk,2017-10-18T01:54:13.040Z,"124 km SSW of Gambiran Satu, Indonesia",earthquake,6,9.9,0.147,13,reviewed,us,us
2017-07-29T02:29:23.320Z,-9.4413,111.9455,50.65,4.2,mb,,184,2.07,0.61,us,us2000a400,2017-10-14T00:19:45.040Z,"146 km S of Boyolangu, Indonesia",earthquake,6.7,11.7,0.167,10,reviewed,us,us
2017-07-28T09:06:23.030Z,-9.2867,113.0643,21.5,4.1,mb,,115,1.346,0.8,us,us2000a3ma,2017-10-14T00:19:44.040Z,"115 km SSW of Kencong, Indonesia",earthquake,7.9,10.3,0.197,7,reviewed,us,us
2017-07-17T09:05:53.800Z,-9.7897,111.8698,40.39,4.7,mb,,115,2.291,1.33,us,us20009wwc,2017-10-11T01:03:50.040Z,"184 km S of Boyolangu, Indonesia",earthquake,4.7,9.2,0.12,21,reviewed,us,us
2017-07-11T15:34:44.670Z,-9.0048,113.148,48.56,4.3,mb,,96,1.125,0.3,us,us20009xdp,2017-10-06T23:56:14.040Z,"83 km SSW of Kencong, Indonesia",earthquake,10.6,9.5,0.132,16,reviewed,us,us
2017-06-22T19:20:02.460Z,-10.2589,112.7665,10,4.2,mb,,94,2.242,0.79,us,us1000956u,2017-08-23T16:35:43.040Z,"226 km S of Dampit, Indonesia",earthquake,6,2,0.263,4,reviewed,us,us
2017-05-29T15:33:01.100Z,-9.2441,112.1255,37.7,4.2,mb,,140,2.064,0.49,us,us20009j93,2017-08-15T02:26:46.040Z,"126 km SSW of Sumberpucung, Indonesia",earthquake,8.1,10.7,0.215,6,reviewed,us,us
2017-05-02T20:02:50.260Z,-9.5045,111.8514,40.43,4.6,mb,,72,2.055,0.88,us,us10008nkc,2017-07-29T03:16:16.040Z,"153 km S of Boyolangu, Indonesia",earthquake,6.4,7.2,0.067,69,reviewed,us,us
2017-05-02T14:18:54.310Z,-9.5684,111.7938,35,4.2,mb,,143,2.07,1.16,us,us10008qra,2017-07-29T03:16:16.040Z,"160 km S of Boyolangu, Indonesia",earthquake,7.6,2,0.14,14,reviewed,us,us
2017-05-02T02:56:43.090Z,-9.9511,111.3807,46.82,4.2,mb,,158,2.195,0.97,us,us10008qqx,2017-07-29T03:16:14.040Z,"210 km S of Trenggalek, Indonesia",earthquake,13,9.2,0.159,11,reviewed,us,us
2017-05-01T10:43:20.840Z,-9.539,111.836,40.31,4.8,mb,,101,2.072,1.33,us,us10008me9,2017-07-29T03:16:10.040Z,"157 km S of Boyolangu, Indonesia",earthquake,8.6,8.1,0.096,33,reviewed,us,us
2017-04-30T14:47:02.780Z,-9.7733,111.7055,10,4.4,mb,,158,2.187,0.97,us,us10008prm,2017-07-29T03:16:08.040Z,"184 km S of Boyolangu, Indonesia",earthquake,5.5,1.9,0.162,11,reviewed,us,us
2017-04-30T07:44:40.130Z,-9.379,111.4547,35,4.3,mb,,145,1.723,0.44,us,us10008prd,2017-07-29T03:16:08.040Z,"146 km S of Trenggalek, Indonesia",earthquake,5.4,2,0.126,18,reviewed,us,us
2017-04-29T17:37:33.280Z,-9.7686,111.6993,10,4.2,mb,,147,2.18,1.14,us,us10008pnv,2017-07-21T02:32:12.040Z,"183 km S of Boyolangu, Indonesia",earthquake,9.2,2,0.176,9,reviewed,us,us
2017-04-29T15:45:54.470Z,-9.6024,111.7727,10,4.9,mb,,101,2.084,0.86,us,us10008m0z,2017-07-21T02:32:12.040Z,"164 km S of Boyolangu, Indonesia",earthquake,8.1,1.8,0.087,41,reviewed,us,us
2017-04-29T14:30:04.080Z,-9.6529,111.7854,14.29,4.9,mb,,120,2.132,1.15,us,us10008m0t,2017-07-21T02:32:12.040Z,"170 km S of Boyolangu, Indonesia",earthquake,7.9,4.9,0.104,29,reviewed,us,us
